id,transaction_id,priority,status,reason,created_step,unread,contact
RC00000196,TX0000018683,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,83,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000197,TX0000018767,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,167,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000198,TX0000018841,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,241,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000199,TX0000018878,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,278,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000200,TX0000018999,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,399,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000201,TX0000019036,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,436,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000202,TX0000019231,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,631,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000203,TX0000019416,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,72,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000204,TX0000019453,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,109,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000205,TX0000019537,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,193,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000206,TX0000019611,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,267,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000207,TX0000019648,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,304,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000208,TX0000019769,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,425,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000209,TX0000019806,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,462,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000210,TX0000019897,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,553,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000211,TX0000020001,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,657,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000212,TX0000020186,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,98,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000213,TX0000020223,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,135,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000214,TX0000020260,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,172,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000215,TX0000020307,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,219,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000216,TX0000020381,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,293,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000217,TX0000020418,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,330,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000218,TX0000020539,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,451,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000219,TX0000020576,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,488,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000220,TX0000020667,P1,awaiting,PaySim-style fraud pattern: account depletion via transfer or cash-out.,579,3,Customer confirmation required: transaction pattern matches account-depletion behavior.
RC00000221,TX0000020956,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,124,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000222,TX0000020993,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,161,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000223,TX0000021030,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,198,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000224,TX0000021077,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,245,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000225,TX0000021151,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,319,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000226,TX0000021188,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,356,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000227,TX0000021346,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,514,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000228,TX0000021568,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,736,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000229,TX0000021726,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,150,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000230,TX0000021763,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,187,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000231,TX0000021800,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,224,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000232,TX0000021847,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,271,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000233,TX0000021921,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,345,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000234,TX0000021958,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,382,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000235,TX0000022116,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,540,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000236,TX0000022338,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,18,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000237,TX0000022496,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,176,1,Risk operations review requested for elevated merchant and amount pattern.
RC00000238,TX0000022533,P2,awaiting,High-risk merchant and amount significantly above customer baseline.,213,1,Risk operations review requested for elevated merchant and amount pattern.
