case_id,action_type,action_detail,status
RC00000171,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000172,Manual review,Review USD 1716.00 transaction before release.,recommended
RC00000172,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
RC00000173,Manual review,Review USD 1790.80 transaction before release.,recommended
RC00000173,Write risk note,Persist cluster_RING_193 as an elevated-risk signal.,recommended
RC00000174,Manual review,Review USD 814.00 transaction before release.,recommended
RC00000174,Write risk note,Persist cluster_RING_194 as an elevated-risk signal.,recommended
RC00000175,Manual review,Review USD 1057.50 transaction before release.,recommended
RC00000175,Write risk note,Persist cluster_RING_195 as an elevated-risk signal.,recommended
RC00000176,Manual review,Review USD 4715.00 transaction before release.,recommended
RC00000176,Write risk note,Persist cluster_RING_196 as an elevated-risk signal.,recommended
RC00000177,Manual review,Review USD 504.00 transaction before release.,recommended
RC00000177,Write risk note,Persist cluster_RING_197 as an elevated-risk signal.,recommended
RC00000178,Manual review,Review USD 4230.00 transaction before release.,recommended
RC00000178,Write risk note,Persist cluster_RING_198 as an elevated-risk signal.,recommended
RC00000179,Manual review,Review USD 3122.00 transaction before release.,recommended
RC00000179,Write risk note,Persist cluster_RING_199 as an elevated-risk signal.,recommended
RC00000180,Manual review,Review USD 3120.00 transaction before release.,recommended
RC00000180,Write risk note,Persist cluster_RING_140 as an elevated-risk signal.,recommended
RC00000181,Manual review,Review USD 2978.80 transaction before release.,recommended
RC00000181,Write risk note,Persist cluster_RING_141 as an elevated-risk signal.,recommended
RC00000182,Manual review,Review USD 2299.00 transaction before release.,recommended
RC00000182,Write risk note,Persist cluster_RING_142 as an elevated-risk signal.,recommended
RC00000183,Manual review,Review USD 2326.50 transaction before release.,recommended
RC00000183,Write risk note,Persist cluster_RING_143 as an elevated-risk signal.,recommended
RC00000184,Manual review,Review USD 1565.00 transaction before release.,recommended
RC00000184,Write risk note,Persist cluster_RING_144 as an elevated-risk signal.,recommended
RC00000185,Manual review,Review USD 1638.00 transaction before release.,recommended
RC00000185,Write risk note,Persist cluster_RING_145 as an elevated-risk signal.,recommended
RC00000186,Hold transaction,Keep USD 24472.00 held pending fraud-ops review.,recommended
RC00000186,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000186,Write pattern memory,Persist cluster_RING_146 as a future recall signal.,recommended
RC00000187,Manual review,Review USD 4650.00 transaction before release.,recommended
RC00000187,Write risk note,Persist cluster_RING_147 as an elevated-risk signal.,recommended
RC00000188,Manual review,Review USD 3612.00 transaction before release.,recommended
RC00000188,Write risk note,Persist cluster_RING_148 as an elevated-risk signal.,recommended
RC00000189,Manual review,Review USD 3484.00 transaction before release.,recommended
RC00000189,Write risk note,Persist cluster_RING_149 as an elevated-risk signal.,recommended
RC00000190,Manual review,Review USD 3286.80 transaction before release.,recommended
RC00000190,Write risk note,Persist cluster_RING_150 as an elevated-risk signal.,recommended
RC00000191,Manual review,Review USD 2684.00 transaction before release.,recommended
RC00000191,Write risk note,Persist cluster_RING_151 as an elevated-risk signal.,recommended
RC00000192,Manual review,Review USD 2655.50 transaction before release.,recommended
RC00000192,Write risk note,Persist cluster_RING_152 as an elevated-risk signal.,recommended
RC00000193,Manual review,Review USD 1915.00 transaction before release.,recommended
RC00000193,Write risk note,Persist cluster_RING_153 as an elevated-risk signal.,recommended
RC00000194,Manual review,Review USD 1932.00 transaction before release.,recommended
RC00000194,Write risk note,Persist cluster_RING_154 as an elevated-risk signal.,recommended
RC00000195,Manual review,Review USD 870.00 transaction before release.,recommended
RC00000195,Write risk note,Persist cluster_RING_155 as an elevated-risk signal.,recommended
RC00000196,Manual review,Review USD 1087.80 transaction before release.,recommended
RC00000196,Write risk note,Persist cluster_RING_156 as an elevated-risk signal.,recommended
RC00000197,Manual review,Review USD 5502.00 transaction before release.,recommended
RC00000197,Write risk note,Persist cluster_RING_157 as an elevated-risk signal.,recommended
RC00000198,Manual review,Review USD 4888.00 transaction before release.,recommended
RC00000198,Write risk note,Persist cluster_RING_158 as an elevated-risk signal.,recommended
RC00000199,Manual review,Review USD 514.80 transaction before release.,recommended
RC00000199,Write risk note,Persist cluster_RING_159 as an elevated-risk signal.,recommended
RC00000200,Manual review,Review USD 4169.00 transaction before release.,recommended
RC00000200,Write risk note,Persist cluster_RING_160 as an elevated-risk signal.,recommended
RC00000201,Manual review,Review USD 3924.50 transaction before release.,recommended
RC00000201,Write risk note,Persist cluster_RING_161 as an elevated-risk signal.,recommended
RC00000202,Manual review,Review USD 3066.00 transaction before release.,recommended
RC00000202,Write risk note,Persist cluster_RING_162 as an elevated-risk signal.,recommended
RC00000203,Manual review,Review USD 1290.00 transaction before release.,recommended
RC00000203,Write risk note,Persist cluster_RING_163 as an elevated-risk signal.,recommended
RC00000204,Manual review,Review USD 1430.80 transaction before release.,recommended
RC00000204,Write risk note,Persist cluster_RING_164 as an elevated-risk signal.,recommended
RC00000205,Manual review,Review USD 5992.00 transaction before release.,recommended
RC00000205,Write risk note,Persist cluster_RING_165 as an elevated-risk signal.,recommended
RC00000206,Manual review,Review USD 572.00 transaction before release.,recommended
RC00000206,Write risk note,Persist cluster_RING_166 as an elevated-risk signal.,recommended
RC00000207,Manual review,Review USD 822.80 transaction before release.,recommended
RC00000207,Write risk note,Persist cluster_RING_167 as an elevated-risk signal.,recommended
RC00000208,Manual review,Review USD 4554.00 transaction before release.,recommended
RC00000208,Write risk note,Persist cluster_RING_168 as an elevated-risk signal.,recommended
RC00000209,Manual review,Review USD 4253.50 transaction before release.,recommended
RC00000209,Write risk note,Persist cluster_RING_169 as an elevated-risk signal.,recommended
RC00000210,Manual review,Review USD 5688.00 transaction before release.,recommended
RC00000210,Write risk note,Persist cluster_RING_170 as an elevated-risk signal.,recommended
RC00000211,Manual review,Review USD 420.00 transaction before release.,recommended
RC00000211,Write risk note,Persist cluster_RING_171 as an elevated-risk signal.,recommended
RC00000212,Manual review,Review USD 2910.00 transaction before release.,recommended
RC00000212,Write risk note,Persist cluster_RING_172 as an elevated-risk signal.,recommended
RC00000213,Manual review,Review USD 2753.80 transaction before release.,recommended
RC00000213,Write risk note,Persist cluster_RING_173 as an elevated-risk signal.,recommended
RC00000214,Manual review,Review USD 2619.90 transaction before release.,recommended
RC00000214,Write risk note,Persist cluster_RING_174 as an elevated-risk signal.,recommended
RC00000215,Manual review,Review USD 1582.00 transaction before release.,recommended
RC00000215,Write risk note,Persist cluster_RING_175 as an elevated-risk signal.,recommended
RC00000216,Manual review,Review USD 1976.00 transaction before release.,recommended
RC00000216,Write risk note,Persist cluster_RING_176 as an elevated-risk signal.,recommended
RC00000217,Manual review,Review USD 2010.80 transaction before release.,recommended
RC00000217,Write risk note,Persist cluster_RING_177 as an elevated-risk signal.,recommended
RC00000218,Manual review,Review USD 1089.00 transaction before release.,recommended
RC00000218,Write risk note,Persist cluster_RING_178 as an elevated-risk signal.,recommended
RC00000219,Manual review,Review USD 1292.50 transaction before release.,recommended
RC00000219,Write risk note,Persist cluster_RING_179 as an elevated-risk signal.,recommended
RC00000220,Hold transaction,Keep USD 11720.00 held pending fraud-ops review.,recommended
RC00000220,Open dispute case,Start customer-confirmation and dispute workflow.,recommended
RC00000220,Write pattern memory,Persist cluster_RING_180 as a future recall signal.,recommended
RC00000221,Manual review,Review USD 3330.00 transaction before release.,recommended
RC00000221,Write risk note,Persist cluster_RING_181 as an elevated-risk signal.,recommended
RC00000222,Manual review,Review USD 3096.80 transaction before release.,recommended
RC00000222,Write risk note,Persist cluster_RING_182 as an elevated-risk signal.,recommended
RC00000223,Manual review,Review USD 2906.90 transaction before release.,recommended
RC00000223,Write risk note,Persist cluster_RING_183 as an elevated-risk signal.,recommended
RC00000224,Manual review,Review USD 2072.00 transaction before release.,recommended
RC00000224,Write risk note,Persist cluster_RING_184 as an elevated-risk signal.,recommended
RC00000225,Manual review,Review USD 2340.00 transaction before release.,recommended
RC00000225,Write risk note,Persist cluster_RING_185 as an elevated-risk signal.,recommended
RC00000226,Manual review,Review USD 2318.80 transaction before release.,recommended
RC00000226,Write risk note,Persist cluster_RING_186 as an elevated-risk signal.,recommended
RC00000227,Manual review,Review USD 1621.50 transaction before release.,recommended
RC00000227,Write risk note,Persist cluster_RING_187 as an elevated-risk signal.,recommended
RC00000228,Manual review,Review USD 577.80 transaction before release.,recommended
RC00000228,Write risk note,Persist cluster_RING_188 as an elevated-risk signal.,recommended
RC00000229,Manual review,Review USD 4950.00 transaction before release.,recommended
RC00000229,Write risk note,Persist cluster_RING_189 as an elevated-risk signal.,recommended
RC00000230,Manual review,Review USD 4419.80 transaction before release.,recommended
RC00000230,Write risk note,Persist cluster_RING_190 as an elevated-risk signal.,recommended
RC00000231,Manual review,Review USD 4013.90 transaction before release.,recommended
RC00000231,Write risk note,Persist cluster_RING_191 as an elevated-risk signal.,recommended
RC00000232,Manual review,Review USD 3962.00 transaction before release.,recommended
RC00000232,Write risk note,Persist cluster_RING_192 as an elevated-risk signal.,recommended
