case_id,score,confidence,narrative,payload_json,resolved_payload_json
RC00000133,55,0.7800,Elevated-risk investigation for RC00000133; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-153"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000134,96,0.9100,High-confidence fraud investigation for RC00000134; keep the transaction held and open dispute workflow.,"{""score"":96,""confidence"":0.91,""ring"":""RING-154"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000135,54,0.7800,Elevated-risk investigation for RC00000135; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-155"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000136,54,0.7800,Elevated-risk investigation for RC00000136; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-156"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000137,53,0.7800,Elevated-risk investigation for RC00000137; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-157"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000138,51,0.7800,Elevated-risk investigation for RC00000138; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-158"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000139,58,0.7800,Elevated-risk investigation for RC00000139; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-159"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000140,55,0.7800,Elevated-risk investigation for RC00000140; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-160"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000141,54,0.7800,Elevated-risk investigation for RC00000141; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-161"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000142,87,0.9100,High-confidence fraud investigation for RC00000142; keep the transaction held and open dispute workflow.,"{""score"":87,""confidence"":0.91,""ring"":""RING-162"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000143,53,0.7800,Elevated-risk investigation for RC00000143; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-163"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000144,53,0.7800,Elevated-risk investigation for RC00000144; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-164"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000145,52,0.7800,Elevated-risk investigation for RC00000145; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-165"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000146,53,0.7800,Elevated-risk investigation for RC00000146; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-166"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000147,53,0.7800,Elevated-risk investigation for RC00000147; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-167"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000148,53,0.7800,Elevated-risk investigation for RC00000148; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-168"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000149,57,0.7800,Elevated-risk investigation for RC00000149; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-169"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000150,90,0.9100,High-confidence fraud investigation for RC00000150; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-170"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000151,56,0.7800,Elevated-risk investigation for RC00000151; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-171"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000152,56,0.7800,Elevated-risk investigation for RC00000152; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-172"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000153,55,0.7800,Elevated-risk investigation for RC00000153; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-173"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000154,55,0.7800,Elevated-risk investigation for RC00000154; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-174"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000155,54,0.7800,Elevated-risk investigation for RC00000155; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-175"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000156,56,0.7800,Elevated-risk investigation for RC00000156; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-176"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000157,56,0.7800,Elevated-risk investigation for RC00000157; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-177"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000158,90,0.9100,High-confidence fraud investigation for RC00000158; keep the transaction held and open dispute workflow.,"{""score"":90,""confidence"":0.91,""ring"":""RING-178"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000159,55,0.7800,Elevated-risk investigation for RC00000159; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-179"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000160,55,0.7800,Elevated-risk investigation for RC00000160; keep under review pending confirmation.,"{""score"":55,""confidence"":0.78,""ring"":""RING-180"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000161,54,0.7800,Elevated-risk investigation for RC00000161; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-181"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000162,54,0.7800,Elevated-risk investigation for RC00000162; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-182"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000163,54,0.7800,Elevated-risk investigation for RC00000163; keep under review pending confirmation.,"{""score"":54,""confidence"":0.78,""ring"":""RING-183"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000164,52,0.7800,Elevated-risk investigation for RC00000164; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-184"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000165,53,0.7800,Elevated-risk investigation for RC00000165; keep under review pending confirmation.,"{""score"":53,""confidence"":0.78,""ring"":""RING-185"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000166,93,0.9100,High-confidence fraud investigation for RC00000166; keep the transaction held and open dispute workflow.,"{""score"":93,""confidence"":0.91,""ring"":""RING-186"",""reason"":""PaySim-style fraud pattern: account depletion via transfer or cash-out.""}",
RC00000167,58,0.7800,Elevated-risk investigation for RC00000167; keep under review pending confirmation.,"{""score"":58,""confidence"":0.78,""ring"":""RING-187"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000168,52,0.7800,Elevated-risk investigation for RC00000168; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-188"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000169,57,0.7800,Elevated-risk investigation for RC00000169; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-189"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000170,57,0.7800,Elevated-risk investigation for RC00000170; keep under review pending confirmation.,"{""score"":57,""confidence"":0.78,""ring"":""RING-190"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000171,51,0.7800,Elevated-risk investigation for RC00000171; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-191"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000172,52,0.7800,Elevated-risk investigation for RC00000172; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-192"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000173,52,0.7800,Elevated-risk investigation for RC00000173; keep under review pending confirmation.,"{""score"":52,""confidence"":0.78,""ring"":""RING-193"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000174,51,0.7800,Elevated-risk investigation for RC00000174; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-194"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000175,51,0.7800,Elevated-risk investigation for RC00000175; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-195"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000176,56,0.7800,Elevated-risk investigation for RC00000176; keep under review pending confirmation.,"{""score"":56,""confidence"":0.78,""ring"":""RING-196"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
RC00000177,51,0.7800,Elevated-risk investigation for RC00000177; keep under review pending confirmation.,"{""score"":51,""confidence"":0.78,""ring"":""RING-197"",""reason"":""High-risk merchant and amount significantly above customer baseline.""}",
